NAME,ID,TIME,X,Y
classic,183,3,-8.426448,-34.160671
classic,184,3,-8.589353,-34.196468
classic,185,3,-3.901217,-12.122083
classic,186,3,-8.713120,-34.160419
classic,187,3,-8.587764,-34.205784
classic,188,3,-9.198806,-32.186680
classic,189,3,5.293615,-39.268795
classic,190,3,43.697948,-13.546022
classic,191,4,49.721516,-6.760677
classic,192,4,43.425163,-0.492742
classic,193,4,-7.983973,-34.164238
classic,194,4,-2.458627,29.467342
classic,195,4,-8.296490,-33.134819
classic,196,4,42.704861,0.734628
classic,197,4,-9.227214,-32.120079
classic,198,4,0.142752,-25.819553
classic,199,5,-9.047179,-34.279469
classic,200,5,9.298290,10.065933
classic,201,5,43.236507,-21.356974
classic,202,5,-52.354500,22.978943
classic,203,5,-50.224380,24.744675
classic,204,5,-3.403582,-30.732111
classic,205,5,24.059324,-28.861803
classic,206,5,25.229296,-24.173054
classic,207,5,36.357502,-18.381128
classic,208,5,-51.787952,23.088514
classic,209,5,-1.466690,18.491640
classic,210,6,-1.282242,28.820932
classic,211,6,-30.463182,-1.934628
classic,212,6,-29.198462,-2.452869
classic,213,6,-4.213771,-29.983667
classic,214,6,24.581491,-28.443132
classic,215,6,-51.071686,26.460806
classic,216,6,-53.126995,22.732714
classic,217,6,-2.272446,-21.809223
classic,218,6,11.820838,11.109825
classic,219,6,6.206622,-38.823132
classic,220,6,0.279077,-14.370751
classic,221,6,45.764191,3.365253
classic,222,6,49.777973,0.514315
classic,223,7,7.718985,-42.200222
classic,224,7,11.954588,-13.996292
classic,225,7,-1.325081,26.384377
classic,226,7,38.188889,-16.586166
classic,227,7,39.599010,-15.298474
classic,228,7,43.023418,0.056937
classic,229,7,25.742949,-22.240068
classic,230,7,42.649731,-21.270149
classic,231,7,38.986374,-12.257133
classic,232,8,42.790642,0.662230
classic,233,8,-26.546629,-7.225773
classic,234,8,38.508564,-16.584740
classic,235,8,-28.496817,-1.399434
classic,236,8,39.056969,-16.342377
classic,237,8,42.739799,-21.046436
classic,238,8,38.450439,-16.510599
classic,239,8,-4.634308,29.002594
classic,240,9,-3.663536,4.751156
classic,241,9,-26.068342,-2.623397
classic,242,9,11.712336,-13.775127
classic,243,9,0.987317,-19.088865
classic,244,9,7.357472,14.251599
classic,245,9,6.932097,15.066483
classic,246,9,12.094076,16.912918
classic,247,9,44.085800,0.868244
classic,248,9,23.658966,-29.931248
classic,249,9,-1.070871,31.088036
classic,250,9,24.729942,-27.784887
classic,251,9,23.906170,-29.919765
classic,252,10,23.668186,-29.920916
classic,253,10,-4.015822,-12.934299
classic,254,10,40.086319,-11.221866
classic,255,11,-4.109593,-9.446671
classic,256,11,12.893572,-15.329332
classic,257,11,-3.692408,37.208714
classic,258,11,15.097825,5.279642
classic,259,11,-49.644695,25.055971
classic,260,11,-28.439054,-3.152687
classic,261,12,25.572380,-26.151375
classic,262,12,-26.284920,-4.769913
classic,263,12,-26.988625,-3.870436
classic,264,12,-26.690363,-5.058885
classic,265,12,-4.264381,42.619392
classic,266,12,-4.618190,37.501938
classic,267,12,-2.518329,30.203629
classic,268,12,-15.902584,46.804089
classic,269,12,-14.690281,45.636375
classic,270,12,-4.407620,37.361813
classic,271,13,14.209253,16.170683
classic,272,13,16.797407,19.495975
classic,273,13,-0.230021,38.903198
classic,274,13,6.395573,-41.373028
classic,275,13,-0.477679,-19.200609
classic,276,14,-27.892550,-4.074566
classic,277,14,-27.107716,-2.882625
classic,278,14,-27.890240,-6.378142
classic,279,14,-28.848145,-2.754813
classic,280,14,-27.587822,-2.445066
classic,281,14,-27.061388,-6.013438
classic,282,14,-27.974615,-3.801358
classic,283,14,-27.103729,-4.202249
classic,284,14,-25.803009,-4.626470
classic,285,14,-27.324696,-7.719087
classic,286,14,-27.737507,-5.882391
classic,287,14,-26.942732,-7.439571
classic,288,14,-26.184771,-6.910866
classic,289,14,-25.883068,-6.513241
classic,290,14,-27.014416,-1.843086
classic,291,14,-27.209167,-6.320651
classic,292,14,-27.751400,-7.751517
classic,293,14,-28.820595,-7.853724
classic,294,14,-27.053900,-4.496793
classic,295,14,-26.502197,-2.516641
classic,296,14,42.047375,-11.884411
classic,297,14,43.452320,-13.322995
classic,298,14,43.636902,-13.503669
classic,299,15,-3.179534,17.873571
classic,300,15,-0.465585,7.246056
classic,301,15,25.020199,-25.581703
classic,302,16,-2.522047,-21.451557
classic,303,16,13.401525,9.805356
classic,304,16,-2.334877,-28.794518
classic,305,16,-2.104297,43.713200
classic,306,16,11.955147,-13.995026
classic,307,17,-4.040817,38.438118
classic,308,17,-2.397966,31.521345
classic,309,17,2.580741,-1.213296
classic,310,18,0.337773,-1.151426
classic,311,18,-28.711502,-2.457794
classic,312,18,-26.441790,-3.365059
classic,313,18,-28.315048,-3.304000
classic,314,18,-28.522104,-7.457820
classic,315,18,-27.568441,-3.204981
classic,316,18,-29.633595,-1.606148
classic,317,18,-28.658037,-2.910068
classic,318,18,-25.325006,-4.843649
classic,319,18,43.212185,-21.376347
classic,320,19,8.747309,-44.727654
classic,321,19,2.130293,-37.350449
classic,322,20,-1.412105,-29.004889
classic,323,20,-27.063259,-5.605828
classic,324,20,-24.358438,-3.608255
classic,325,20,-27.920559,-2.024515
classic,326,20,-25.690569,-6.091930
classic,327,20,17.345741,16.182430
classic,328,20,11.219256,-13.956801
classic,329,20,-2.817175,5.766817
classic,330,20,0.067190,-18.829481
classic,331,20,0.598285,-17.629534
classic,332,21,23.563841,-28.918175
classic,333,21,14.223648,20.309715
classic,334,21,7.822220,-39.252769
classic,335,21,-27.113800,-5.118254
classic,336,21,46.817104,-4.343050
classic,337,21,49.106319,-7.331017
classic,338,21,44.913727,-2.669330
classic,339,21,49.728348,-6.739813
classic,340,21,-4.976440,18.357800
classic,341,21,49.091534,-7.335124
classic,342,21,-4.301425,34.171036
classic,343,21,48.361866,-7.369331
classic,344,21,50.457649,-7.538043
classic,345,21,-2.700886,41.690315
classic,346,21,12.776778,-12.610948
classic,347,22,48.688286,-5.603206
classic,348,22,-5.524252,35.869514
classic,349,22,49.125851,-8.264856
classic,350,22,49.223625,-10.384384
classic,351,22,49.539200,-6.877868
classic,352,22,49.223980,-10.383475
classic,353,22,13.657289,-12.941914
classic,354,22,-27.678251,-4.856820
classic,355,22,45.093590,-4.222022
classic,356,22,-3.715102,30.839132
classic,357,22,44.990616,-2.885042
classic,358,22,-28.046175,-2.660817
classic,359,23,-2.799960,37.351574
classic,360,23,-2.698432,41.688976
classic,361,23,-2.146752,42.454781
classic,362,23,49.203823,-5.180569
classic,363,23,-0.900904,24.195831
classic,364,23,-5.297310,16.173916
classic,365,23,8.009566,47.593792
classic,366,23,44.992779,-3.529804
classic,367,23,-2.964139,44.071724
classic,368,24,-4.338161,28.917908
classic,369,24,46.163055,1.985318
classic,370,24,44.111370,-0.210927
classic,371,24,8.621155,14.708882
classic,372,24,13.887821,20.436722
classic,373,24,-3.952473,37.067062
classic,374,24,42.479137,0.345941
classic,375,25,44.994019,3.245125
classic,376,25,40.645786,-9.104488
classic,377,25,43.553070,2.041293
classic,378,25,44.858902,3.594145
classic,379,25,45.805660,3.238193
classic,380,25,38.832516,-11.930673
classic,381,25,2.655380,-0.425723
classic,382,25,-9.697309,-32.164783
classic,383,25,-0.741497,7.095143
classic,384,25,6.890785,-16.898720
classic,385,25,49.224934,0.251062
classic,386,26,2.382908,-0.427812
classic,387,26,16.458073,11.903024
classic,388,26,9.007948,10.877934
classic,389,26,-0.508621,-12.255017
classic,390,27,16.354912,10.740854
classic,391,27,9.256459,10.021521
classic,392,27,9.373578,10.049211
classic,393,28,14.208514,9.749744
classic,394,28,39.111702,-11.119735
classic,395,28,39.341541,-12.185794
classic,396,29,13.324087,20.401621
classic,397,29,-27.975668,-3.800464
classic,398,29,43.242630,-21.362316
classic,399,29,-25.431063,-4.282026
classic,400,30,43.723301,-21.569981
classic,401,31,39.576401,-16.810108
classic,402,31,-27.354328,-3.727818
classic,403,31,42.742382,-20.993546
classic,404,31,43.437237,2.004839
classic,405,32,-25.524332,-5.691790
classic,406,32,-27.664721,-5.392138
classic,407,32,-28.220831,-7.975751
classic,408,32,-27.761665,-4.459811
classic,409,32,38.224743,-15.661760
classic,410,33,26.489227,-24.340899
classic,411,33,7.711876,-42.201664
classic,412,33,-3.474321,-31.117086
classic,413,33,8.663572,-41.939495
classic,414,33,6.290528,-39.366409
classic,415,33,7.719100,-42.200413
classic,416,33,8.633361,-41.980251
classic,417,34,8.729031,-41.935162
classic,418,34,7.712435,-42.201752
classic,419,35,17.577536,15.916487
classic,420,35,43.944828,1.058461
classic,421,35,44.369087,1.298808
classic,422,35,43.249233,0.236627
classic,423,35,41.220650,-11.321580
classic,424,35,-27.906696,-1.500053
classic,425,35,-29.360115,-2.328874
classic,426,35,-25.721180,-3.364853
classic,427,35,-29.713913,-2.177292
classic,428,36,38.507874,-16.585382
classic,429,36,38.507809,-16.584776
classic,430,36,-6.107686,18.595758
classic,431,37,42.598347,-21.227407
classic,432,37,-26.720976,-6.634494
classic,433,37,-28.213776,-3.466261
classic,434,37,-26.142544,-3.782502
classic,435,37,-26.247787,-5.515417
classic,436,37,-27.452345,-7.102727
classic,437,37,-3.176160,42.088406
classic,438,37,-3.488181,36.255955
classic,439,37,-4.452514,34.093456
classic,440,37,-4.292682,29.209518
classic,441,38,-26.476578,-4.332676
classic,442,38,-28.111311,-6.980569
classic,443,38,-26.172550,-4.149661
classic,444,38,-30.154417,-1.972309
classic,445,38,-27.880440,-6.351087
classic,446,38,-28.316973,-7.209989
classic,447,38,11.705686,-13.760532
classic,448,38,11.907500,-14.645435
classic,449,38,-2.500272,43.387581
classic,450,38,-29.121244,-1.461462
classic,451,38,6.775190,-16.938124
classic,452,39,1.020281,-19.093018
classic,453,39,1.851688,-18.645924
classic,454,40,0.266152,-14.999717
classic,455,40,-3.645032,-20.858124
classic,456,40,-3.706734,4.459180
classic,457,41,24.646845,-27.967150
classic,458,41,11.153192,15.568863
classic,459,42,-52.356400,25.946707
classic,460,42,25.851561,-21.366938
classic,461,42,40.038013,-11.207131
classic,462,42,40.164597,-11.318842
classic,463,42,-4.969038,18.524488
classic,464,43,-4.966474,18.455711
classic,465,43,43.945747,-21.605017
classic,466,43,-2.271970,42.369392
classic,467,45,43.988289,-21.430330
classic,468,45,38.530190,-10.200387
classic,469,45,-2.275589,43.557705
classic,470,45,-4.100203,37.122086
classic,471,45,-1.340393,45.177280
classic,472,45,6.509031,45.856815
classic,473,45,14.011236,9.421309
classic,474,45,15.340518,6.393157
classic,475,45,-26.561230,-6.219189
classic,476,45,-25.460049,-5.271635
classic,477,45,-28.026705,-6.769218
classic,478,45,-26.727810,-5.521659
classic,479,46,8.572462,-43.508213
classic,480,46,-49.728390,26.205774
classic,481,46,-49.684181,26.154146
classic,482,46,2.886052,1.302164
classic,483,47,-49.979309,26.144846
classic,484,48,-3.933920,-9.361924
classic,485,48,-26.639637,-2.165788
classic,486,48,-26.291296,-5.958550
classic,487,48,-5.299860,38.042831
classic,488,48,-14.613676,45.666058
classic,489,49,-12.352841,45.293934
classic,490,49,-14.604431,45.682583
classic,491,49,-14.384624,46.210800
classic,492,49,-14.598808,46.178207
classic,493,49,-15.012926,45.923214
classic,494,49,-15.229888,45.117020
classic,495,49,-14.685207,45.611042
classic,496,49,-13.056965,45.287487
classic,497,49,-13.014855,45.296661
classic,498,49,-12.901980,45.328251
classic,499,49,-14.666812,46.230301
classic,500,49,-11.981145,45.271011
classic,501,49,-12.852650,45.339825
classic,502,49,-15.934358,44.789268
classic,503,49,-15.040193,45.890148
classic,504,49,-15.046594,45.897732
classic,505,49,-15.178433,45.261578
classic,506,50,-14.691352,46.270924
classic,507,50,-13.005146,45.338505
classic,508,50,-12.915840,45.334629
classic,509,51,-13.005706,45.302177
classic,510,51,-12.986217,44.588802
classic,511,51,-14.630741,45.599026
classic,512,51,-15.447629,43.957993
classic,513,51,-15.599030,46.489021
classic,514,51,-26.769197,-3.722117
classic,515,51,45.620018,2.885625
classic,516,51,42.951061,1.906202
classic,517,52,16.835808,19.517967
classic,518,52,-0.248145,38.853367
classic,519,52,-6.980539,32.058571
classic,520,52,-6.954553,32.140049
classic,521,52,-7.233713,-33.342594
classic,522,53,-26.710081,-3.108796
classic,523,53,-28.293596,-2.174707
classic,524,53,-27.267298,-3.309440
classic,525,53,-30.579519,-5.150574
classic,526,53,-30.579519,-5.150574
classic,527,53,-30.579519,-5.150574
classic,528,53,-30.579519,-5.150574
classic,529,53,-30.579519,-5.150574
classic,530,53,-30.579519,-5.150574
classic,531,53,-30.579519,-5.150574
classic,532,53,-30.579519,-5.150574
classic,533,53,-30.579519,-5.150574
classic,534,53,-30.579519,-5.150574
classic,535,53,-30.579519,-5.150574
classic,536,53,-30.579519,-5.150574
classic,537,53,-30.579519,-5.150574
classic,538,53,-30.579519,-5.150574
classic,539,53,-30.579519,-5.150574
classic,540,53,-30.579519,-5.150574
classic,541,53,-30.579519,-5.150574
classic,542,53,-30.579519,-5.150574
classic,543,54,-30.579519,-5.150574
classic,544,54,-30.579519,-5.150574
classic,545,54,-30.579519,-5.150574
classic,546,54,-30.579519,-5.150574
classic,547,54,38.343563,8.833930
classic,548,54,-30.579519,-5.150574
classic,549,54,-30.579519,-5.150574
classic,550,54,-30.579519,-5.150574
classic,551,54,-30.579519,-5.150574
classic,552,54,-30.579519,-5.150574
classic,553,55,-30.579519,-5.150574
classic,554,55,-30.579519,-5.150574
classic,555,55,-30.579519,-5.150574
classic,556,56,-30.579519,-5.150574
classic,557,56,-30.579519,-5.150574
classic,558,56,-30.579519,-5.150574
classic,559,56,-30.579519,-5.150574
classic,560,58,-4.800743,19.679470
classic,561,58,41.963879,-11.911496
classic,562,58,42.901882,-4.116615
classic,563,58,43.268734,-13.129287
classic,564,58,12.767925,-12.630123
classic,565,59,40.716530,-9.098111
classic,566,59,49.179443,0.232980
classic,567,59,-5.032868,36.545986
classic,568,60,-30.579519,-5.150574
classic,569,60,-5.990582,-13.173734
classic,570,60,-3.717370,-11.530827
classic,571,60,0.366877,-1.137591
classic,572,61,0.390298,-1.133726
classic,573,61,25.020199,-25.581703
classic,574,62,-2.955907,-11.229774
classic,575,63,13.117282,9.786365
classic,576,63,25.185623,-26.468302
classic,577,63,12.893275,9.271309
classic,578,63,25.518890,-22.020700
classic,579,63,26.300230,-25.136902
classic,580,63,25.559885,-24.471010
classic,581,63,13.731003,9.143039
classic,582,63,12.826619,8.691373
classic,583,63,11.278117,7.599887
classic,584,63,11.997755,8.084754
classic,585,64,-2.253060,-16.002907
classic,586,64,-30.579519,-5.150574
classic,587,64,-30.579519,-5.150574
classic,588,64,-30.579519,-5.150574
classic,589,64,-30.579519,-5.150574
classic,590,64,-30.579519,-5.150574
classic,591,64,-30.579519,-5.150574
classic,592,65,-30.579519,-5.150574
classic,593,65,-30.579519,-5.150574
classic,594,65,-30.579519,-5.150574
classic,595,65,-30.579519,-5.150574
classic,596,65,-30.579519,-5.150574
classic,597,65,-30.579519,-5.150574
classic,598,65,-30.579519,-5.150574
classic,599,65,-30.579519,-5.150574
classic,600,65,-30.579519,-5.150574
classic,601,65,-30.579519,-5.150574
classic,602,65,-30.579519,-5.150574
classic,603,65,-30.579519,-5.150574
classic,604,66,-30.579519,-5.150574
classic,605,66,-30.579519,-5.150574
classic,606,66,-30.579519,-5.150574
classic,607,67,-30.579519,-5.150574
classic,608,67,-30.579519,-5.150574
classic,609,67,-30.579519,-5.150574
classic,610,67,-30.579519,-5.150574
classic,611,67,-30.579519,-5.150574
classic,612,67,-30.579519,-5.150574
classic,613,67,-30.579519,-5.150574
classic,614,67,-30.579519,-5.150574
classic,615,68,2.130121,-37.350128
classic,616,68,36.571728,-18.143639
classic,617,68,25.410172,-29.059713
classic,618,69,8.834237,14.661889
classic,619,70,42.578594,0.648231
classic,620,70,23.828974,-28.552383
classic,621,70,17.514944,16.298704
classic,622,71,0.530259,-16.973570
classic,623,71,-30.579519,-5.150574
classic,624,72,14.576614,16.307060
classic,625,72,-30.579519,-5.150574
classic,626,72,-30.579519,-5.150574
classic,627,72,-30.579519,-5.150574
classic,628,72,-30.579519,-5.150574
classic,629,72,48.369648,-5.415442
classic,630,73,-2.121691,41.920292
classic,631,73,47.130341,-4.587801
classic,632,74,-3.407984,36.217739
classic,633,74,43.017467,-1.632880
classic,634,74,-3.836820,28.822710
classic,635,74,-3.643907,28.882812
classic,636,74,49.056255,-7.378150
classic,637,75,-3.535547,35.538765
classic,638,75,39.772663,-10.650058
classic,639,75,50.482269,-7.509786
classic,640,75,51.592457,-7.174972
classic,641,75,50.584270,-7.428421
classic,642,75,50.488285,-6.925540
classic,643,75,50.039200,-6.700984
classic,644,75,-2.539816,43.744343
classic,645,75,50.146385,-7.244904
classic,646,76,-3.144368,42.138161
classic,647,76,15.314092,-12.913951
classic,648,76,49.879879,-7.091946
classic,649,76,50.779087,-7.301148
classic,650,77,50.017365,-7.016419
classic,651,77,50.487732,-7.513768
classic,652,77,49.749901,-6.779656
classic,653,77,50.009945,-6.833524
classic,654,77,49.925438,-7.901258
classic,655,77,-2.397323,29.211712
classic,656,78,-3.418555,36.285641
classic,657,78,-4.373149,28.526539
classic,658,78,-4.360633,34.147415
classic,659,79,40.678116,-13.425248
classic,660,79,49.171406,-10.468480
classic,661,79,48.387009,-5.417323
classic,662,80,-2.859607,12.400661
classic,663,81,43.638924,-21.895582
classic,664,81,47.465321,-4.821688
classic,665,82,-30.579519,-5.150574
classic,666,82,-4.842504,36.631237
classic,667,83,-30.579519,-5.150574
classic,668,83,-30.579519,-5.150574
classic,669,84,-3.418247,36.285343
classic,670,84,-4.360153,34.152229
classic,671,84,-2.754061,18.143097
classic,672,84,-3.500873,17.989935
classic,673,85,-0.891991,24.678560
classic,674,85,-5.287611,16.183449
classic,675,85,-5.289219,16.182741
classic,676,86,-5.297058,16.174822
classic,677,86,-5.290143,16.181932
classic,678,86,-2.496088,11.703623
classic,679,86,-5.297013,16.164732
classic,680,87,-5.287660,16.183365
classic,681,87,-5.290438,16.180958
classic,682,88,9.036984,48.996590
classic,683,88,8.669762,49.055614
classic,684,88,9.063481,49.008808
classic,685,88,8.011486,47.583248
classic,686,88,3.965869,45.211956
classic,687,88,8.059508,47.548656
classic,688,88,8.605675,49.399345
classic,689,88,8.084563,47.812267
classic,690,88,6.822893,50.003784
classic,691,88,6.563415,46.982338
classic,692,88,7.979884,47.365566
classic,693,88,6.441957,46.826408
classic,694,88,9.385009,43.364311
classic,695,88,7.771564,47.951492
classic,696,88,8.565750,49.435375
classic,697,88,8.429477,47.202843
classic,698,88,8.505305,46.342800
classic,699,88,2.571368,44.623375
classic,700,88,9.642544,48.782387
classic,701,88,8.489490,47.302383
classic,702,88,9.808891,48.612408
classic,703,88,2.304686,44.449787
classic,704,88,6.771863,51.475101
classic,705,88,7.632912,46.456161
classic,706,88,-2.253947,38.352619
classic,707,88,9.046945,49.005741
classic,708,88,8.734735,48.642754
classic,709,88,7.421833,47.155506
classic,710,88,7.725482,48.002281
classic,711,88,6.818099,50.391197
classic,712,88,9.665403,46.485687
classic,713,88,4.752136,45.947243
classic,714,88,7.061497,47.300774
classic,715,88,3.952065,45.215000
classic,716,88,7.667167,2.019066
classic,717,89,5.559997,46.398392
classic,718,89,9.055462,47.331219
classic,719,89,9.852144,46.603363
classic,720,89,6.722445,47.129055
classic,721,89,11.072215,48.262939
classic,722,89,6.761408,50.836243
classic,723,89,8.534937,48.335464
classic,724,89,4.818614,45.968136
classic,725,89,7.511329,50.834686
classic,726,89,9.394377,43.364311
classic,727,89,8.084555,47.812271
classic,728,89,-1.548017,43.251217
classic,729,89,9.789680,50.095306
classic,730,89,-30.579519,-5.150574
classic,731,89,-0.970007,45.913269
classic,732,89,9.956739,50.332241
classic,733,90,8.860834,48.763840
classic,734,90,2.416134,44.525009
classic,735,90,-1.051449,45.696270
classic,736,90,11.075386,47.833401
classic,737,90,-1.510139,44.535233
classic,738,90,6.958722,48.418858
classic,739,90,3.454086,44.950142
classic,740,90,8.840692,49.444046
classic,741,90,10.211294,47.334213
classic,742,90,11.313104,49.665592
classic,743,91,-3.053494,42.166851
classic,744,91,-30.579519,-5.150574
classic,745,91,7.987837,47.877758
classic,746,91,-3.470212,32.319519
classic,747,91,-2.816112,5.772074
classic,748,91,4.583246,45.512451
classic,749,91,6.698762,51.655972
classic,750,91,11.382714,49.467258
classic,751,91,10.484558,50.166111
classic,752,91,8.321746,49.070717
classic,753,91,11.493733,49.408573
classic,754,92,-4.922112,18.510281
classic,755,92,44.946098,3.475446
classic,756,93,42.479092,0.298212
classic,757,93,-2.074377,6.421842
classic,758,93,42.479145,0.345980
classic,759,94,38.823238,-11.931868
classic,760,95,-2.616316,-24.337038
classic,761,95,-2.332182,-27.779148
classic,762,95,-9.700120,-32.164520
classic,763,95,3.145391,0.420035
classic,764,96,2.626905,-1.819159
classic,765,97,-30.579519,-5.150574
classic,766,97,13.563635,20.409065
classic,767,98,15.185205,14.652259
classic,768,98,14.855111,20.337994
classic,769,98,-5.488336,-15.871450
classic,770,99,-3.670276,4.744557
