NAME,ID,TIME,X,Y
classic,0,0,36.409748,32.072563
classic,1,0,29.717197,-5.265237
classic,2,0,30.271555,-4.508173
classic,3,0,-0.695710,-12.838639
classic,4,0,-9.657526,39.446053
classic,5,0,-8.772470,-36.781525
classic,6,0,35.749088,31.077236
classic,7,0,-9.250755,-37.450119
classic,8,0,-0.921764,-13.319104
classic,9,0,-6.965876,28.269190
classic,10,0,-9.965046,-37.243744
classic,11,0,-1.050082,1.844708
classic,12,0,-0.910549,-12.769695
classic,13,0,14.422314,18.155481
classic,14,0,-2.318808,-9.030570
classic,15,0,13.936373,29.699427
classic,16,0,15.674297,33.088058
classic,17,0,-3.850360,30.157866
classic,18,0,39.241676,33.194721
classic,19,0,-8.418561,-36.967636
classic,20,0,0.607927,32.713787
classic,21,0,0.089472,-12.220427
classic,22,0,-4.897460,29.443316
classic,23,0,-1.101915,-33.307472
classic,24,0,29.917114,-6.156656
classic,25,0,7.539091,13.615669
classic,26,0,-1.153881,2.122504
classic,27,0,1.014241,-17.744661
classic,28,0,0.302503,-12.069969
classic,29,0,0.703956,3.191880
classic,30,0,-1.050816,-33.816704
classic,31,0,38.426914,31.561342
classic,32,0,14.878505,32.443062
classic,33,0,-0.110667,-12.305222
classic,34,0,8.372651,14.215720
classic,35,0,13.887263,33.179127
classic,36,0,33.797821,31.706146
classic,37,0,-8.872902,-37.228790
classic,38,0,0.151209,-33.733349
classic,39,0,-0.387561,-15.591957
classic,40,0,-10.973806,40.199696
classic,41,0,38.661427,32.444305
classic,42,0,-6.641962,28.499159
classic,43,0,33.803814,31.707188
classic,44,0,-1.167292,-12.962186
classic,45,0,-1.344276,-34.061596
classic,46,0,1.026757,-17.765280
classic,47,0,4.491853,12.247416
classic,48,0,14.741122,17.734217
classic,49,0,0.624050,3.227815
classic,50,0,14.345731,32.686996
classic,51,0,3.855589,11.362362
classic,52,0,3.782754,11.202477
classic,53,0,30.063793,-3.662214
classic,54,0,36.980114,33.344830
classic,55,0,-2.305334,-9.594385
classic,56,0,-0.109814,-16.069620
classic,57,0,-11.820081,40.574139
classic,58,0,7.892007,13.421499
classic,59,0,7.612636,13.458791
classic,60,0,-8.812476,-34.688965
classic,61,0,0.647373,32.279827
classic,62,0,37.380756,31.851192
classic,63,0,36.709023,30.560192
classic,64,0,37.295403,33.563198
classic,65,0,-1.001701,-12.911424
classic,66,0,-0.750336,1.774731
classic,67,0,-0.074273,-16.169859
classic,68,0,37.339314,29.063189
classic,69,0,-9.242109,45.516407
classic,70,0,-0.452180,3.725687
classic,71,0,-16.073366,39.095139
classic,72,0,-15.831920,38.516685
classic,73,0,-1.877514,-34.118969
