NAME,TIME,VAL
afl,0,735
laf,0,4496
afl,1,758
laf,1,4527
afl,55,764
afl,2,778
laf,2,4612
afl,3,902
laf,3,5417
afl,170,903
afl,101,904
afl,18,906
afl,14,908
afl,143,910
afl,140,912
afl,173,914
afl,52,915
afl,148,916
afl,144,921
afl,187,931
laf,187,5469
afl,219,933
laf,46,4497
laf,9,4527
laf,122,4593
laf,10,4593
laf,112,5420
laf,33,5420
laf,107,5425
laf,184,5427
laf,49,5433
laf,50,5460
laf,149,5467
laf,126,5471
laf,71,5471
laf,100,5471
laf,276,5481
laf,168,5482
